0.10, 1.26, -0.02, 37.55, 12.17, 358.36
0.10, 1.26, -0.02, 37.73, 12.59, 358.59
0.10, 1.26, -0.02, 38.01, 13.03, 358.85
0.10, 1.26, -0.02, 38.32, 13.38, 359.14
0.10, 1.26, -0.02, 38.57, 13.67, 359.32
0.10, 1.26, -0.02, 38.57, 13.67, 359.32
0.10, 1.26, -0.02, 38.72, 13.91, 359.50
0.10, 1.26, -0.02, 38.81, 14.22, 359.80
0.10, 1.26, -0.03, 38.93, 14.52, 0.08
0.11, 1.26, -0.04, 38.93, 14.74, 0.27
0.12, 1.26, -0.05, 38.80, 14.87, 0.36
0.13, 1.26, -0.06, 38.64, 14.96, 0.46
0.14, 1.27, -0.07, 38.62, 15.09, 0.71
0.15, 1.27, -0.08, 38.86, 15.20, 0.72
0.16, 1.27, -0.10, 38.93, 15.19, 0.54
0.17, 1.27, -0.11, 39.06, 15.24, 0.54
0.18, 1.27, -0.12, 39.11, 15.39, 0.51
0.19, 1.27, -0.13, 39.06, 15.34, 0.37
0.20, 1.28, -0.14, 38.94, 15.35, 0.36
0.21, 1.28, -0.15, 38.79, 15.46, 0.36
0.21, 1.28, -0.16, 38.65, 15.55, 0.36
0.22, 1.28, -0.17, 38.59, 15.62, 0.38
0.23, 1.28, -0.18, 38.59, 15.76, 0.44
0.24, 1.28, -0.19, 38.60, 15.91, 0.48
0.25, 1.29, -0.20, 38.67, 16.04, 0.50
0.26, 1.29, -0.21, 38.74, 16.18, 0.47
0.27, 1.29, -0.22, 38.83, 16.32, 0.43
0.28, 1.29, -0.24, 38.88, 16.47, 0.44
0.29, 1.29, -0.25, 38.91, 16.63, 0.42
0.30, 1.29, -0.26, 38.89, 16.79, 0.39
0.31, 1.29, -0.27, 38.90, 16.94, 0.44
0.31, 1.30, -0.28, 38.95, 17.12, 0.50
0.32, 1.30, -0.29, 38.95, 17.26, 0.56
0.33, 1.30, -0.30, 38.90, 17.37, 0.58
0.34, 1.30, -0.31, 38.80, 17.49, 0.68
0.35, 1.30, -0.33, 38.71, 17.61, 0.75
0.36, 1.30, -0.34, 38.61, 17.71, 0.85
0.37, 1.30, -0.35, 38.55, 17.80, 0.89
0.38, 1.31, -0.36, 38.44, 17.87, 0.91
0.38, 1.31, -0.37, 38.37, 17.97, 0.94
0.39, 1.31, -0.38, 38.32, 18.08, 0.95
0.40, 1.31, -0.40, 38.30, 18.12, 0.93
0.40, 1.31, -0.41, 38.25, 18.18, 0.94
0.41, 1.32, -0.42, 38.18, 18.20, 0.93
0.41, 1.32, -0.44, 38.10, 18.25, 0.93
0.41, 1.32, -0.45, 38.07, 18.24, 0.93
0.41, 1.32, -0.46, 38.09, 18.24, 0.93
0.40, 1.32, -0.48, 38.11, 18.21, 0.97
0.40, 1.32, -0.49, 38.15, 18.20, 1.02
0.40, 1.32, -0.51, 38.15, 18.21, 1.02
0.39, 1.32, -0.52, 38.18, 18.21, 1.01
0.39, 1.32, -0.53, 38.17, 18.21, 0.96
0.38, 1.32, -0.55, 38.13, 18.22, 0.95
0.38, 1.32, -0.56, 37.98, 18.19, 0.96
0.37, 1.32, -0.57, 37.84, 18.24, 0.95
0.37, 1.32, -0.58, 37.63, 18.31, 0.92
0.36, 1.32, -0.60, 37.45, 18.42, 0.80
0.35, 1.32, -0.61, 37.26, 18.57, 0.67
0.35, 1.32, -0.62, 37.14, 18.83, 0.54
0.34, 1.32, -0.63, 37.18, 19.09, 0.37
0.33, 1.32, -0.65, 37.28, 19.41, 0.21
0.32, 1.32, -0.66, 37.48, 19.80, 0.12
0.32, 1.32, -0.67, 37.58, 20.18, 0.06
0.31, 1.32, -0.68, 37.64, 20.64, 0.06
0.30, 1.32, -0.70, 37.62, 21.07, 0.13
0.29, 1.32, -0.71, 37.55, 21.58, 0.23
0.28, 1.32, -0.72, 37.50, 22.10, 0.30
0.27, 1.32, -0.73, 37.40, 22.69, 0.24
0.26, 1.32, -0.74, 37.36, 23.29, 0.20
0.25, 1.32, -0.76, 37.42, 24.00, 0.16
0.24, 1.32, -0.77, 37.65, 24.82, 0.09
0.23, 1.32, -0.78, 37.75, 25.70, 0.01
0.22, 1.32, -0.79, 37.78, 26.62, 0.07
0.21, 1.32, -0.80, 37.56, 27.50, 0.32
0.20, 1.32, -0.81, 37.16, 28.31, 0.68
0.19, 1.32, -0.82, 36.67, 29.20, 1.06
0.18, 1.32, -0.84, 36.26, 29.96, 1.30
0.17, 1.32, -0.85, 35.99, 30.79, 1.51
0.17, 1.32, -0.85, 35.99, 30.79, 1.51
0.16, 1.32, -0.86, 35.81, 31.55, 1.63
0.14, 1.32, -0.87, 35.65, 32.20, 1.65
0.13, 1.32, -0.88, 35.44, 32.84, 1.84
0.12, 1.32, -0.89, 35.19, 33.35, 1.94
0.10, 1.32, -0.90, 35.03, 33.88, 2.08
0.09, 1.32, -0.91, 34.94, 34.27, 2.29
0.08, 1.32, -0.92, 34.95, 34.72, 2.54
0.06, 1.32, -0.93, 35.08, 35.04, 2.70
0.05, 1.32, -0.93, 35.15, 35.43, 3.02
0.04, 1.32, -0.94, 35.10, 35.59, 3.13
0.03, 1.32, -0.95, 34.95, 35.80, 3.32
0.01, 1.32, -0.96, 34.73, 35.91, 3.32
0.00, 1.32, -0.97, 34.45, 35.97, 3.26
-0.01, 1.32, -0.98, 34.24, 36.07, 3.19
-0.02, 1.32, -0.98, 34.03, 36.10, 3.04
-0.04, 1.32, -0.99, 33.72, 36.09, 3.07
-0.05, 1.32, -1.00, 33.37, 36.02, 3.08
-0.06, 1.32, -1.01, 33.29, 35.89, 3.21
-0.07, 1.32, -1.01, 33.04, 35.75, 3.27
-0.08, 1.32, -1.02, 32.82, 35.62, 3.40
-0.09, 1.32, -1.03, 32.66, 35.49, 3.52
-0.11, 1.32, -1.04, 32.49, 35.36, 3.58
-0.12, 1.32, -1.05, 32.25, 35.27, 3.66
-0.13, 1.31, -1.05, 31.90, 35.17, 3.67
-0.14, 1.31, -1.06, 31.54, 35.13, 3.77
-0.15, 1.31, -1.07, 30.98, 35.13, 3.78
-0.16, 1.31, -1.08, 30.38, 35.07, 3.86
-0.17, 1.31, -1.09, 29.89, 35.09, 3.99
-0.18, 1.31, -1.10, 30.05, 35.18, 4.22
-0.19, 1.31, -1.10, 30.38, 35.37, 4.20
-0.21, 1.31, -1.12, 29.91, 35.87, 4.07
-0.22, 1.31, -1.13, 29.19, 36.24, 3.93
-0.23, 1.31, -1.13, 28.74, 36.51, 3.90
-0.24, 1.31, -1.14, 27.56, 37.50, 3.66
-0.25, 1.31, -1.14, 27.00, 38.27, 3.44
-0.26, 1.31, -1.15, 26.47, 39.10, 3.45
-0.27, 1.31, -1.16, 26.45, 39.37, 3.51
-0.28, 1.30, -1.17, 26.01, 40.19, 3.68
-0.29, 1.30, -1.17, 25.62, 41.01, 3.90
-0.31, 1.30, -1.18, 25.22, 41.83, 4.13
-0.32, 1.30, -1.18, 24.94, 42.58, 4.42
-0.33, 1.30, -1.19, 24.69, 43.22, 4.80
-0.35, 1.29, -1.20, 24.60, 43.87, 5.28
-0.36, 1.29, -1.20, 24.47, 44.40, 5.87
-0.38, 1.29, -1.20, 24.36, 44.79, 6.31
-0.39, 1.28, -1.21, 24.03, 45.12, 6.77
-0.41, 1.28, -1.21, 23.89, 45.37, 7.27
-0.42, 1.28, -1.21, 23.72, 45.67, 7.58
-0.44, 1.27, -1.22, 23.64, 45.89, 7.89
-0.45, 1.27, -1.22, 23.55, 46.05, 8.12
-0.47, 1.27, -1.22, 23.48, 46.22, 8.30
-0.48, 1.26, -1.22, 23.42, 46.27, 8.51
-0.50, 1.26, -1.22, 23.41, 46.40, 8.75
-0.51, 1.25, -1.22, 23.33, 46.40, 8.97
-0.53, 1.25, -1.23, 23.24, 46.44, 9.16
-0.54, 1.25, -1.23, 23.13, 46.48, 9.37
-0.56, 1.24, -1.23, 22.95, 46.47, 9.64
-0.57, 1.24, -1.23, 22.92, 46.49, 10.00
-0.59, 1.24, -1.23, 22.99, 46.45, 10.38
-0.60, 1.23, -1.22, 23.09, 46.37, 10.76
-0.62, 1.23, -1.22, 23.13, 46.31, 11.09
-0.63, 1.22, -1.22, 23.06, 46.18, 11.35
-0.65, 1.22, -1.22, 22.85, 46.03, 11.63
-0.66, 1.21, -1.22, 22.56, 45.78, 11.81
-0.68, 1.21, -1.22, 22.18, 45.45, 12.01
-0.69, 1.21, -1.22, 21.69, 44.91, 12.15
-0.70, 1.20, -1.22, 21.29, 44.41, 12.34
-0.72, 1.20, -1.21, 21.01, 43.90, 12.43
-0.73, 1.19, -1.21, 20.89, 43.42, 12.50
-0.75, 1.18, -1.21, 20.74, 42.82, 12.48
-0.76, 1.18, -1.21, 20.62, 42.32, 12.50
-0.78, 1.17, -1.21, 20.49, 41.85, 12.39
-0.78, 1.17, -1.21, 20.49, 41.85, 12.39
-0.79, 1.17, -1.21, 20.45, 41.26, 12.37
-0.81, 1.16, -1.21, 20.45, 40.77, 12.30
-0.82, 1.16, -1.21, 20.46, 40.21, 12.11
-0.83, 1.15, -1.21, 20.62, 39.75, 11.85
-0.85, 1.15, -1.21, 20.68, 39.38, 11.58
-0.86, 1.14, -1.21, 20.67, 38.98, 11.20
-0.87, 1.13, -1.21, 20.69, 38.71, 10.85
-0.89, 1.13, -1.21, 20.56, 38.40, 10.46
-0.90, 1.12, -1.21, 20.49, 38.17, 10.07
-0.91, 1.12, -1.21, 20.28, 37.99, 9.62
-0.92, 1.11, -1.21, 20.11, 37.86, 9.22
-0.94, 1.11, -1.21, 19.99, 37.65, 8.58
-0.95, 1.10, -1.20, 19.88, 37.56, 8.04
-0.96, 1.09, -1.20, 19.61, 37.48, 7.45
-0.97, 1.09, -1.20, 19.38, 37.44, 6.87
-0.99, 1.08, -1.20, 19.25, 37.48, 6.36
-1.00, 1.08, -1.20, 19.01, 37.46, 5.89
-1.01, 1.07, -1.20, 18.78, 37.53, 5.50
-1.02, 1.07, -1.20, 18.53, 37.58, 5.22
-1.03, 1.06, -1.20, 18.25, 37.68, 5.02
-1.05, 1.06, -1.20, 17.91, 37.83, 4.97
-1.06, 1.05, -1.20, 17.67, 38.07, 5.02
-1.07, 1.05, -1.20, 17.44, 38.35, 4.96
-1.08, 1.04, -1.20, 17.19, 38.66, 5.12
-1.09, 1.04, -1.20, 17.07, 38.97, 5.29
-1.11, 1.03, -1.20, 16.96, 39.38, 5.53
-1.12, 1.02, -1.20, 16.81, 39.71, 5.72
-1.13, 1.02, -1.20, 16.82, 40.09, 5.92
-1.14, 1.01, -1.20, 16.82, 40.48, 6.03
-1.15, 1.01, -1.19, 16.74, 40.96, 6.08
-1.16, 1.00, -1.19, 16.70, 41.45, 6.06
-1.18, 1.00, -1.19, 16.62, 41.98, 6.03
-1.19, 0.99, -1.19, 16.42, 42.58, 6.03
-1.20, 0.99, -1.19, 16.21, 43.20, 6.00
-1.21, 0.98, -1.19, 15.98, 43.79, 5.93
-1.22, 0.97, -1.19, 15.83, 44.45, 5.88
-1.24, 0.97, -1.19, 15.70, 45.11, 5.78
-1.25, 0.96, -1.18, 15.61, 45.74, 5.65
-1.26, 0.96, -1.18, 15.45, 46.43, 5.64
-1.27, 0.95, -1.18, 15.36, 47.14, 5.65
-1.28, 0.95, -1.18, 15.13, 47.86, 5.62
-1.30, 0.94, -1.18, 14.94, 48.56, 5.61
-1.31, 0.94, -1.18, 14.63, 49.27, 5.61
-1.32, 0.93, -1.17, 14.30, 50.00, 5.65
-1.33, 0.92, -1.17, 14.07, 50.68, 5.71
-1.35, 0.92, -1.17, 13.84, 51.36, 5.71
-1.36, 0.91, -1.17, 13.58, 52.01, 5.74
-1.37, 0.91, -1.17, 13.21, 52.65, 5.81
-1.38, 0.90, -1.16, 12.89, 53.23, 5.88
-1.40, 0.90, -1.16, 12.62, 53.76, 5.98
-1.41, 0.89, -1.16, 12.52, 54.31, 6.00
-1.42, 0.88, -1.16, 12.44, 54.85, 5.97
-1.44, 0.88, -1.16, 12.44, 55.41, 5.86
-1.45, 0.87, -1.15, 12.43, 55.88, 5.71
-1.46, 0.87, -1.15, 12.46, 56.39, 5.54
-1.48, 0.86, -1.15, 12.54, 56.83, 5.32
-1.49, 0.85, -1.15, 12.57, 57.30, 5.07
-1.50, 0.85, -1.14, 12.62, 57.77, 4.92
-1.51, 0.84, -1.14, 12.59, 58.16, 4.83
-1.53, 0.83, -1.14, 12.49, 58.50, 4.74
-1.54, 0.83, -1.14, 12.18, 58.72, 4.82
-1.55, 0.82, -1.13, 11.76, 58.99, 4.88
-1.57, 0.82, -1.13, 11.51, 59.27, 4.80
-1.58, 0.81, -1.13, 11.58, 59.70, 4.58
-1.59, 0.80, -1.12, 11.82, 60.15, 4.30
-1.61, 0.80, -1.12, 12.15, 60.64, 4.25
-1.62, 0.79, -1.12, 12.36, 61.02, 4.37
-1.63, 0.78, -1.11, 12.45, 61.43, 4.53
-1.65, 0.78, -1.11, 12.49, 61.77, 4.78
-1.66, 0.77, -1.10, 12.49, 62.14, 4.92
-1.68, 0.77, -1.10, 12.31, 62.58, 4.94
-1.69, 0.76, -1.10, 12.20, 62.99, 4.86
-1.69, 0.76, -1.10, 12.20, 62.99, 4.86
-1.70, 0.75, -1.09, 12.26, 63.49, 4.97
-1.72, 0.75, -1.09, 12.31, 63.87, 5.09
-1.73, 0.74, -1.09, 12.30, 64.25, 5.16
-1.75, 0.74, -1.09, 12.01, 64.56, 5.31
-1.76, 0.73, -1.08, 11.66, 64.85, 5.39
-1.78, 0.73, -1.08, 11.20, 65.14, 5.36
-1.79, 0.72, -1.08, 10.68, 65.46, 5.29
-1.81, 0.71, -1.08, 10.26, 65.78, 5.35
-1.82, 0.71, -1.08, 9.95, 66.15, 5.44
-1.84, 0.70, -1.07, 9.69, 66.41, 5.57
-1.85, 0.70, -1.07, 9.52, 66.63, 5.77
-1.87, 0.69, -1.07, 9.47, 66.78, 5.96
-1.88, 0.69, -1.07, 9.38, 66.98, 6.04
-1.90, 0.68, -1.07, 9.25, 67.13, 6.04
-1.91, 0.68, -1.07, 9.12, 67.26, 6.03
-1.93, 0.67, -1.07, 8.97, 67.33, 5.94
-1.94, 0.67, -1.07, 8.92, 67.38, 5.88
-1.96, 0.66, -1.07, 8.88, 67.37, 5.82
-1.97, 0.66, -1.07, 8.99, 67.37, 5.84
-1.99, 0.65, -1.07, 9.20, 67.30, 5.89
-2.00, 0.64, -1.07, 9.45, 67.18, 5.93
-2.01, 0.64, -1.07, 9.70, 67.02, 5.98
-2.03, 0.63, -1.07, 10.01, 66.80, 6.05
-2.04, 0.63, -1.07, 10.18, 66.52, 6.17
-2.06, 0.62, -1.07, 10.31, 66.18, 6.35
-2.07, 0.62, -1.07, 10.45, 65.77, 6.52
-2.08, 0.61, -1.07, 10.65, 65.39, 6.84
-2.10, 0.61, -1.07, 10.91, 64.97, 7.14
-2.11, 0.60, -1.07, 11.21, 64.44, 7.38
-2.13, 0.59, -1.07, 11.49, 63.96, 7.33
-2.14, 0.59, -1.07, 11.69, 63.52, 7.28
-2.15, 0.58, -1.07, 11.82, 63.11, 7.18
-2.17, 0.58, -1.07, 12.07, 62.74, 6.90
-2.18, 0.57, -1.07, 12.13, 62.44, 6.83
-2.19, 0.57, -1.07, 12.30, 62.28, 6.75
-2.21, 0.56, -1.07, 12.45, 62.10, 6.59
-2.22, 0.56, -1.07, 12.58, 62.08, 6.46
-2.23, 0.55, -1.07, 12.73, 62.14, 6.34
-2.24, 0.55, -1.07, 12.79, 62.20, 6.20
-2.26, 0.54, -1.07, 12.86, 62.26, 6.09
-2.27, 0.54, -1.07, 12.92, 62.24, 5.96
-2.28, 0.53, -1.07, 12.90, 62.25, 5.91
-2.30, 0.53, -1.07, 12.83, 62.24, 5.84
-2.31, 0.52, -1.07, 12.66, 62.26, 5.80
-2.32, 0.52, -1.07, 12.54, 62.39, 5.84
-2.34, 0.51, -1.07, 12.49, 62.51, 5.85
-2.35, 0.51, -1.07, 12.45, 62.66, 5.86
-2.36, 0.50, -1.07, 12.38, 62.78, 5.84
-2.38, 0.50, -1.07, 12.28, 62.95, 5.96
-2.39, 0.49, -1.07, 12.13, 63.18, 5.99
-2.40, 0.49, -1.07, 11.96, 63.41, 6.02
-2.42, 0.48, -1.07, 11.82, 63.71, 6.08
